produto,categoria,cliente,vendedor,data_venda,faturamento
Mochila,Acessórios,Mariana,Carlos,2024-08-01,545.4000000000001
Mochila,Acessórios,Mariana,Carlos,2024-09-04,196.96
Mochila,Acessórios,Mariane,Ana,2024-03-08,707.36
Mochila,Acessórios,Mariane,Bruno,2024-01-24,358.82
Mochila,Acessórios,Mariane,Carlos,2024-02-18,387.3
Mochila,Acessórios,Mariane,Daniela,2024-05-18,782.28
Mochila,Acessórios,Mariane,Daniela,2024-12-15,507.84000000000003
Mochila,Acessórios,Mariane,Eduardo,2024-05-25,326.1
Mochila,Acessórios,Mariane,Eduardo,2024-07-05,568.11
Mochila,Acessórios,Marina,Bruno,2024-10-14,653.28
Mochila,Acessórios,Marina,Carlos,2024-03-05,498.06000000000006
Mochila,Acessórios,Marina,Carlos,2024-08-23,166.27
Mochila,Acessórios,Marina,Daniela,2024-11-16,196.52
Mochila,Acessórios,Marina,Eduardo,2024-02-17,567.03
Mochila,Acessórios,Mateus,Ana,2024-02-26,350.4
Mochila,Acessórios,Mateus,Ana,2024-12-21,333.42
Mochila,Acessórios,Mateus,Bruno,2024-01-31,752.92
Mochila,Acessórios,Mateus,Bruno,2024-12-06,347.68
Mochila,Acessórios,Mateus,Carlos,2024-02-05,192.07
Mochila,Acessórios,Mateus,Eduardo,2024-09-20,352.42
Mochila,Acessórios,Matheus,Bruno,2024-01-17,562.4399999999999
Mochila,Acessórios,Matheus,Bruno,2024-02-28,550.5600000000001
Mochila,Acessórios,Matheus,Daniela,2024-07-21,181.97
Mochila,Acessórios,Matheus,Eduardo,2024-06-18,349.42
Mochila,Acessórios,Matheus,Eduardo,2024-10-01,193.5
Mochila,Acessórios,Mathias,Ana,2024-11-05,170.45
Mochila,Acessórios,Mathias,Bruno,2024-11-21,163.14
Mochila,Acessórios,Mathias,Carlos,2024-06-01,725.28
Mochila,Acessórios,Mathias,Daniela,2024-12-04,193.78
Mochila,Acessórios,Mathias,Eduardo,2024-02-28,362.66
Mochila,Acessórios,Mathias,Eduardo,2024-03-09,590.88
Mochila,Acessórios,Matteo,Carlos,2024-11-22,746.92
Mochila,Acessórios,Maya,Ana,2024-08-24,166.1
Mochila,Acessórios,Maya,Ana,2024-10-18,173.43
Mochila,Acessórios,Maya,Carlos,2024-03-25,177.63
Mochila,Acessórios,Maya,Eduardo,2024-09-06,177.89
Mochila,Acessórios,Maysa,Ana,2024-11-06,515.55
Mochila,Acessórios,Maysa,Ana,2024-12-09,527.52
Mochila,Acessórios,Maysa,Carlos,2024-01-04,333.78
Mochila,Acessórios,Maysa,Carlos,2024-01-17,748.0
Mochila,Acessórios,Maysa,Daniela,2024-12-13,346.12
Mochila,Acessórios,Maysa,Eduardo,2024-03-05,371.68
Mochila,Acessórios,Maysa,Eduardo,2024-03-27,579.36
Mochila,Acessórios,Melina,Ana,2024-03-03,775.44
Mochila,Acessórios,Melina,Eduardo,2024-01-05,497.18999999999994
Mochila,Acessórios,Melissa,Bruno,2024-07-20,758.16
Mochila,Acessórios,Melissa,Bruno,2024-08-11,171.56
Mochila,Acessórios,Melissa,Bruno,2024-10-15,173.22
Mochila,Acessórios,Melissa,Carlos,2024-12-01,380.38
Mochila,Acessórios,Melissa,Daniela,2024-04-12,192.02
Mochila,Acessórios,Miguel,Bruno,2024-08-08,375.98
Mochila,Acessórios,Miguel,Bruno,2024-10-10,562.89
Mochila,Acessórios,Miguel,Carlos,2024-01-09,718.4
Mochila,Acessórios,Miguel,Eduardo,2024-08-15,764.32
Mochila,Acessórios,Milena,Ana,2024-11-16,744.36
Mochila,Acessórios,Milena,Eduardo,2024-09-25,174.55
Mochila,Acessórios,Milena,Eduardo,2024-10-18,514.47
Mochila,Acessórios,Mirella,Carlos,2024-03-08,350.8
Mochila,Acessórios,Mirella,Carlos,2024-12-28,504.29999999999995
Mochila,Acessórios,Mirella,Daniela,2024-03-19,372.52
Mochila,Acessórios,Mirella,Eduardo,2024-11-27,573.1800000000001
Mochila,Acessórios,Murilo,Bruno,2024-01-11,534.5699999999999
Mochila,Acessórios,Murilo,Bruno,2024-09-08,180.37
Mochila,Acessórios,Murilo,Eduardo,2024-07-25,341.26
Mochila,Acessórios,Nathan,Bruno,2024-06-18,342.02
Mochila,Acessórios,Nathan,Carlos,2024-07-26,725.92
Mochila,Acessórios,Nathan,Eduardo,2024-06-13,721.76
Mochila,Acessórios,Natália,Ana,2024-05-28,679.36
Mochila,Acessórios,Natália,Ana,2024-10-11,570.84
Mochila,Acessórios,Natália,Bruno,2024-11-25,543.48
Mochila,Acessórios,Natália,Carlos,2024-07-11,766.48
Mochila,Acessórios,Natália,Daniela,2024-10-30,507.93
Mochila,Acessórios,Natália,Eduardo,2024-12-21,514.5600000000001
Mochila,Acessórios,Nicolas,Ana,2024-11-30,393.14
Mochila,Acessórios,Nicolas,Daniela,2024-03-14,576.09
Mochila,Acessórios,Nicolas,Eduardo,2024-12-18,529.3199999999999
Mochila,Acessórios,Nicole,Bruno,2024-03-26,190.25
Mochila,Acessórios,Nicole,Eduardo,2024-03-11,349.62
Mochila,Acessórios,Nina,Ana,2024-01-24,771.04
Mochila,Acessórios,Nina,Ana,2024-12-08,164.72
Mochila,Acessórios,Nina,Daniela,2024-11-30,513.75
Mochila,Acessórios,Noah,Carlos,2024-02-11,564.9000000000001
Mochila,Acessórios,Noah,Carlos,2024-04-22,524.4000000000001
Mochila,Acessórios,Noah,Carlos,2024-11-08,366.08
Mochila,Acessórios,Noah,Daniela,2024-03-18,190.71
Mochila,Acessórios,Noah,Eduardo,2024-11-27,761.44
Mochila,Acessórios,Oliver,Ana,2024-05-11,706.32
Mochila,Acessórios,Oliver,Bruno,2024-10-03,362.56
Mochila,Acessórios,Oliver,Daniela,2024-12-04,330.62
Mochila,Acessórios,Oliver,Eduardo,2024-11-12,377.36
Mochila,Acessórios,Olivia,Ana,2024-07-22,575.16
Mochila,Acessórios,Olivia,Carlos,2024-05-18,164.51
Mochila,Acessórios,Olivia,Daniela,2024-05-26,167.08
Mochila,Acessórios,Olívia,Ana,2024-04-26,377.34
Mochila,Acessórios,Olívia,Carlos,2024-08-12,382.26
Mochila,Acessórios,Olívia,Eduardo,2024-06-24,764.16
Mochila,Acessórios,Otto,Ana,2024-02-24,384.24
Mochila,Acessórios,Otto,Ana,2024-11-09,179.86
Mochila,Acessórios,Otto,Daniela,2024-12-19,548.52
Mochila,Acessórios,Otto,Eduardo,2024-12-18,182.15
Mochila,Acessórios,Otávio,Eduardo,2024-03-15,742.52
Mochila,Acessórios,Paulo,Ana,2024-07-24,172.32
Mochila,Acessórios,Paulo,Carlos,2024-03-03,679.0
Mochila,Acessórios,Paulo,Carlos,2024-10-04,569.1899999999999
Mochila,Acessórios,Paulo,Eduardo,2024-08-11,175.73
Mochila,Acessórios,Pedro,Carlos,2024-01-25,174.74
Mochila,Acessórios,Pedro,Daniela,2024-02-14,358.66
Mochila,Acessórios,Pedro,Eduardo,2024-08-01,567.9000000000001
Mochila,Acessórios,Pedro Henrique,Ana,2024-08-07,530.67
Mochila,Acessórios,Pedro Henrique,Carlos,2024-07-23,358.22
Mochila,Acessórios,Pedro Lucas,Ana,2024-05-02,174.17
Mochila,Acessórios,Pedro Lucas,Carlos,2024-12-29,373.8
Mochila,Acessórios,Pedro Lucas,Daniela,2024-03-18,343.46
Mochila,Acessórios,Pedro Lucas,Eduardo,2024-05-04,669.4
Mochila,Acessórios,Pedro Lucas,Eduardo,2024-08-21,339.58
Mochila,Acessórios,Pedro Miguel,Bruno,2024-05-04,193.21
Mochila,Acessórios,Pedro Miguel,Daniela,2024-07-19,189.51
Mochila,Acessórios,Pedro Miguel,Eduardo,2024-02-06,388.6
Mochila,Acessórios,Pietra,Daniela,2024-02-14,497.97
Mochila,Acessórios,Pietra,Eduardo,2024-05-16,744.8
Mochila,Acessórios,Pietro,Ana,2024-06-27,169.82
Mochila,Acessórios,Pietro,Daniela,2024-04-07,755.0
Mochila,Acessórios,Pietro,Eduardo,2024-02-23,383.14
Mochila,Acessórios,Rael,Carlos,2024-10-14,362.32
Mochila,Acessórios,Rael,Daniela,2024-02-24,193.32
Mochila,Acessórios,Rafael,Ana,2024-08-14,510.51
Mochila,Acessórios,Rafael,Ana,2024-10-29,757.72
Mochila,Acessórios,Rafael,Carlos,2024-01-28,351.38
Mochila,Acessórios,Rafael,Eduardo,2024-07-15,182.33
Mochila,Acessórios,Rafaela,Ana,2024-01-29,663.84
Mochila,Acessórios,Rafaela,Carlos,2024-04-13,395.96
Mochila,Acessórios,Rafaela,Carlos,2024-04-28,593.8199999999999
Mochila,Acessórios,Rafaela,Daniela,2024-01-04,182.46
Mochila,Acessórios,Raquel,Ana,2024-01-03,743.76
Mochila,Acessórios,Raquel,Carlos,2024-02-24,356.06
Mochila,Acessórios,Raquel,Eduardo,2024-01-12,785.32
Mochila,Acessórios,Raquel,Eduardo,2024-08-20,347.5
Mochila,Acessórios,Raul,Bruno,2024-05-24,770.72
Mochila,Acessórios,Ravi,Ana,2024-05-10,369.72
Mochila,Acessórios,Ravi,Bruno,2024-03-02,735.6
Mochila,Acessórios,Ravi,Carlos,2024-10-08,511.98
Mochila,Acessórios,Ravi,Carlos,2024-12-20,186.79
Mochila,Acessórios,Ravi,Daniela,2024-11-15,339.56
Mochila,Acessórios,Ravi Lucca,Ana,2024-03-18,165.6
Mochila,Acessórios,Ravi Lucca,Bruno,2024-07-15,735.04
Mochila,Acessórios,Ravi Lucca,Daniela,2024-04-05,675.76
Mochila,Acessórios,Ravi Lucca,Daniela,2024-10-22,519.66
Mochila,Acessórios,Ravi Lucca,Eduardo,2024-02-04,348.0
Mochila,Acessórios,Ravy,Bruno,2024-01-29,338.56
Mochila,Acessórios,Ravy,Bruno,2024-08-14,332.48
Mochila,Acessórios,Ravy,Bruno,2024-09-28,184.03
Mochila,Acessórios,Ravy,Daniela,2024-09-15,362.14
Mochila,Acessórios,Ravy,Eduardo,2024-04-27,490.91999999999996
Mochila,Acessórios,Ravy,Eduardo,2024-10-26,168.87
Mochila,Acessórios,Rebeca,Bruno,2024-11-05,767.08
Mochila,Acessórios,Rebeca,Bruno,2024-11-18,196.33
Mochila,Acessórios,Rebeca,Daniela,2024-09-05,391.38
Mochila,Acessórios,Renan,Bruno,2024-01-04,499.91999999999996
Mochila,Acessórios,Renan,Bruno,2024-06-21,172.14
Mochila,Acessórios,Renan,Bruno,2024-07-26,667.28
Mochila,Acessórios,Renan,Carlos,2024-09-09,755.76
Mochila,Acessórios,Renan,Daniela,2024-09-10,183.4
Mochila,Acessórios,Rhavi,Carlos,2024-08-08,587.01
Mochila,Acessórios,Rhavi,Daniela,2024-09-01,347.8
Mochila,Acessórios,Rodrigo,Ana,2024-05-18,558.66
Mochila,Acessórios,Rodrigo,Daniela,2024-03-29,688.68
Mochila,Acessórios,Ryan,Bruno,2024-10-09,669.84
Mochila,Acessórios,Ryan,Bruno,2024-12-19,346.3
Mochila,Acessórios,Ryan,Eduardo,2024-04-28,504.87
Mochila,Acessórios,Sabrina,Ana,2024-12-07,170.9
Mochila,Acessórios,Sabrina,Carlos,2024-07-29,539.8199999999999
Mochila,Acessórios,Samuel,Bruno,2024-04-01,194.52
Mochila,Acessórios,Sara,Ana,2024-05-03,164.83
Mochila,Acessórios,Sara,Bruno,2024-08-03,386.38
Mochila,Acessórios,Sara,Eduardo,2024-02-05,660.76
Mochila,Acessórios,Sarah,Eduardo,2024-02-17,673.96
Mochila,Acessórios,Sofia,Bruno,2024-03-28,381.9
Mochila,Acessórios,Sofia,Daniela,2024-03-13,336.04
Mochila,Acessórios,Sofia,Daniela,2024-03-23,730.32
Mochila,Acessórios,Sofia,Eduardo,2024-08-04,330.7
Mochila,Acessórios,Sophia,Bruno,2024-10-04,747.88
Mochila,Acessórios,Sophia,Eduardo,2024-11-08,340.08
Mochila,Acessórios,Sophie,Bruno,2024-10-10,174.01
Mochila,Acessórios,Sophie,Bruno,2024-11-02,166.76
Mochila,Acessórios,Sophie,Carlos,2024-08-01,351.82
Mochila,Acessórios,Sophie,Daniela,2024-10-01,336.86
Mochila,Acessórios,Stella,Ana,2024-12-14,506.13
Mochila,Acessórios,Stella,Bruno,2024-10-01,709.32
Mochila,Acessórios,Stella,Carlos,2024-10-02,325.52
Mochila,Acessórios,Stephany,Ana,2024-01-17,356.92
Mochila,Acessórios,Stephany,Daniela,2024-08-08,518.73
Mochila,Acessórios,Stephany,Daniela,2024-10-13,170.4
Mochila,Acessórios,Thales,Bruno,2024-09-06,527.46
Mochila,Acessórios,Thales,Carlos,2024-06-21,340.82
Mochila,Acessórios,Thales,Carlos,2024-09-03,788.44
Mochila,Acessórios,Thales,Daniela,2024-01-26,366.74
Mochila,Acessórios,Thales,Eduardo,2024-09-03,727.6
Mochila,Acessórios,Theo,Bruno,2024-11-15,388.78
Mochila,Acessórios,Theo,Daniela,2024-04-12,788.88
Mochila,Acessórios,Theo,Daniela,2024-08-22,513.45
Mochila,Acessórios,Theodoro,Ana,2024-08-13,348.66
Mochila,Acessórios,Theodoro,Bruno,2024-12-14,515.7
Mochila,Acessórios,Thiago,Ana,2024-08-31,177.91
Mochila,Acessórios,Thiago,Bruno,2024-06-26,540.45
Mochila,Acessórios,Thomas,Bruno,2024-02-06,387.48
Mochila,Acessórios,Thomas,Bruno,2024-04-03,176.17
Mochila,Acessórios,Thomas,Bruno,2024-07-13,196.23
Mochila,Acessórios,Thomas,Eduardo,2024-05-07,523.95
Mochila,Acessórios,Théo,Carlos,2024-11-21,713.96
Mochila,Acessórios,Valentim,Ana,2024-03-01,576.5999999999999
Mochila,Acessórios,Valentim,Daniela,2024-09-26,684.68
Mochila,Acessórios,Valentina,Ana,2024-09-21,751.88
Mochila,Acessórios,Valentina,Bruno,2024-05-04,330.08
Mochila,Acessórios,Valentina,Carlos,2024-11-19,584.04
Mochila,Acessórios,Vicente,Bruno,2024-10-07,168.93
Mochila,Acessórios,Vinicius,Carlos,2024-01-25,183.13
Mochila,Acessórios,Vinicius,Carlos,2024-02-08,194.43
Mochila,Acessórios,Vinicius,Daniela,2024-10-18,331.6
Mochila,Acessórios,Vinicius,Eduardo,2024-04-26,394.66
Mochila,Acessórios,Vinícius,Ana,2024-12-22,728.44
Mochila,Acessórios,Vinícius,Carlos,2024-10-20,585.1800000000001
Mochila,Acessórios,Vinícius,Eduardo,2024-01-07,364.46
Mochila,Acessórios,Vitor,Bruno,2024-11-20,197.73
Mochila,Acessórios,Vitor,Daniela,2024-01-09,187.92
Mochila,Acessórios,Vitor,Daniela,2024-06-12,184.62
Mochila,Acessórios,Vitor,Eduardo,2024-02-18,762.36
Mochila,Acessórios,Vitor,Eduardo,2024-04-03,346.34
Mochila,Acessórios,Vitor,Eduardo,2024-09-10,337.82
Mochila,Acessórios,Vitor Gabriel,Carlos,2024-01-23,760.6
Mochila,Acessórios,Vitor Gabriel,Carlos,2024-11-04,181.25
Mochila,Acessórios,Vitor Gabriel,Daniela,2024-10-28,653.76
Mochila,Acessórios,Vitor Gabriel,Daniela,2024-12-05,185.16
Mochila,Acessórios,Vitor Hugo,Bruno,2024-06-30,187.06
Mochila,Acessórios,Vitor Hugo,Carlos,2024-02-18,668.8
Mochila,Acessórios,Vitor Hugo,Eduardo,2024-10-09,719.08
Mochila,Acessórios,Vitória,Ana,2024-10-25,726.16
Mochila,Acessórios,Vitória,Bruno,2024-10-30,525.27
Mochila,Acessórios,Vitória,Carlos,2024-07-19,343.7
Mochila,Acessórios,Vitória,Daniela,2024-06-04,175.57
Mochila,Acessórios,Vitória,Eduardo,2024-11-07,167.54
Mochila,Acessórios,Yago,Ana,2024-03-13,565.95
Mochila,Acessórios,Yago,Carlos,2024-03-26,186.25
Mochila,Acessórios,Yan,Bruno,2024-01-14,591.0600000000001
Mochila,Acessórios,Yan,Bruno,2024-10-26,178.5
Mochila,Acessórios,Yasmin,Ana,2024-08-23,347.38
Mochila,Acessórios,Yasmin,Carlos,2024-10-16,170.91
Mochila,Acessórios,Yasmin,Daniela,2024-06-04,181.03
Mochila,Acessórios,Yasmin,Eduardo,2024-02-07,171.96
Mochila,Acessórios,Yasmin,Eduardo,2024-08-29,344.22
Mochila,Acessórios,Yasmin,Eduardo,2024-12-09,358.96
Mochila,Acessórios,Yuri,Ana,2024-02-27,192.2
Mochila,Acessórios,Yuri,Bruno,2024-12-20,391.78
Mochila,Acessórios,Yuri,Daniela,2024-10-27,736.56
Mochila,Acessórios,Zoe,Carlos,2024-05-02,739.64
Mochila,Acessórios,Zoe,Daniela,2024-03-02,193.92
Mochila,Acessórios,Zoe,Eduardo,2024-04-25,390.56
Mochila,Acessórios,Zoe,Eduardo,2024-10-24,187.44
Mochila,Acessórios,Ágatha,Bruno,2024-11-22,663.56
Mochila,Acessórios,Ágatha,Carlos,2024-02-20,188.96
Mochila,Acessórios,Ágatha,Daniela,2024-02-11,379.42
Mochila,Acessórios,Ágatha,Daniela,2024-09-11,355.52
Mochila,Acessórios,Ísis,Carlos,2024-04-26,680.76
Mochila,Acessórios,Ísis,Carlos,2024-06-30,330.42
Mochila,Acessórios,Ísis,Daniela,2024-01-22,488.15999999999997
Mochila,Acessórios,Ísis,Daniela,2024-11-25,347.04
Monitor,Eletrônicos,Agatha,Ana,2024-06-20,3316.76
Monitor,Eletrônicos,Agatha,Bruno,2024-09-05,2817.93
Monitor,Eletrônicos,Agatha,Carlos,2024-06-16,2858.04
Monitor,Eletrônicos,Alana,Eduardo,2024-05-26,2833.4700000000003
Monitor,Eletrônicos,Alexandre,Ana,2024-02-27,1660.18
Monitor,Eletrônicos,Alexandre,Ana,2024-05-15,1682.2
Monitor,Eletrônicos,Alexandre,Bruno,2024-09-25,3625.76
Monitor,Eletrônicos,Alexandre,Daniela,2024-08-15,1867.26
Monitor,Eletrônicos,Alexandre,Eduardo,2024-02-11,3612.0
Monitor,Eletrônicos,Alexia,Ana,2024-09-25,1835.14
Monitor,Eletrônicos,Alexia,Ana,2024-11-20,3817.4
Monitor,Eletrônicos,Alexia,Daniela,2024-06-10,3469.2
Monitor,Eletrônicos,Alexia,Eduardo,2024-05-08,1887.16
Monitor,Eletrônicos,Alice,Ana,2024-10-02,3771.48
Monitor,Eletrônicos,Alice,Bruno,2024-06-21,890.93
Monitor,Eletrônicos,Alice,Eduardo,2024-01-20,2691.66
Monitor,Eletrônicos,Alice,Eduardo,2024-04-22,3845.6
Monitor,Eletrônicos,Alice,Eduardo,2024-11-27,943.5
Monitor,Eletrônicos,Allana,Ana,2024-06-05,1889.76
Monitor,Eletrônicos,Allana,Bruno,2024-04-27,3379.12
Monitor,Eletrônicos,Allana,Bruno,2024-06-04,3390.72
Monitor,Eletrônicos,Allana,Carlos,2024-10-07,1957.14
Monitor,Eletrônicos,Allana,Daniela,2024-01-19,1893.5
Monitor,Eletrônicos,Allana,Daniela,2024-09-23,2548.62
Monitor,Eletrônicos,Allana,Eduardo,2024-05-21,2511.27
Monitor,Eletrônicos,Alícia,Ana,2024-09-21,1843.02
Monitor,Eletrônicos,Alícia,Bruno,2024-09-26,1720.7
Monitor,Eletrônicos,Alícia,Carlos,2024-06-21,1879.98
Monitor,Eletrônicos,Alícia,Daniela,2024-03-05,883.14
Monitor,Eletrônicos,Amanda,Ana,2024-05-17,3825.2
Monitor,Eletrônicos,Amanda,Eduardo,2024-04-13,2431.89
Monitor,Eletrônicos,Amanda,Eduardo,2024-07-11,1724.02
Monitor,Eletrônicos,Ana,Bruno,2024-07-26,966.6
Monitor,Eletrônicos,Ana,Daniela,2024-01-10,3450.08
Monitor,Eletrônicos,Ana,Daniela,2024-06-10,2865.87
Monitor,Eletrônicos,Ana,Daniela,2024-06-28,1626.68
Monitor,Eletrônicos,Ana,Eduardo,2024-01-28,3784.12
Monitor,Eletrônicos,Ana,Eduardo,2024-11-24,1959.28
Monitor,Eletrônicos,Ana Beatriz,Ana,2024-02-26,2948.73
Monitor,Eletrônicos,Ana Beatriz,Daniela,2024-02-06,925.87
Monitor,Eletrônicos,Ana Beatriz,Daniela,2024-11-18,2504.0099999999998
Monitor,Eletrônicos,Ana Beatriz,Eduardo,2024-02-17,2805.57
Monitor,Eletrônicos,Ana Carolina,Bruno,2024-05-16,969.16
Monitor,Eletrônicos,Ana Cecília,Carlos,2024-09-22,2735.7599999999998
Monitor,Eletrônicos,Ana Cecília,Eduardo,2024-07-14,2835.57
Monitor,Eletrônicos,Ana Cecília,Eduardo,2024-10-22,2563.68
Monitor,Eletrônicos,Ana Cecília,Eduardo,2024-12-19,3722.28
Monitor,Eletrônicos,Ana Clara,Ana,2024-10-30,2639.37
Monitor,Eletrônicos,Ana Clara,Bruno,2024-07-26,1776.36
Monitor,Eletrônicos,Ana Clara,Carlos,2024-06-15,2513.64
Monitor,Eletrônicos,Ana Clara,Carlos,2024-08-08,1959.1
Monitor,Eletrônicos,Ana Clara,Carlos,2024-09-08,3322.04
Monitor,Eletrônicos,Ana Clara,Daniela,2024-07-22,2863.6499999999996
Monitor,Eletrônicos,Ana Clara,Daniela,2024-09-25,2870.55
Monitor,Eletrônicos,Ana Julia,Bruno,2024-04-20,3397.36
Monitor,Eletrônicos,Ana Julia,Bruno,2024-10-07,3511.72
Monitor,Eletrônicos,Ana Julia,Carlos,2024-10-05,2814.57
Monitor,Eletrônicos,Ana Júlia,Bruno,2024-02-04,3442.16
Monitor,Eletrônicos,Ana Júlia,Daniela,2024-03-05,3625.44
Monitor,Eletrônicos,Ana Júlia,Eduardo,2024-04-27,3908.72
Monitor,Eletrônicos,Ana Laura,Bruno,2024-04-02,3781.88
Monitor,Eletrônicos,Ana Laura,Bruno,2024-06-19,961.22
Monitor,Eletrônicos,Ana Laura,Daniela,2024-02-15,3917.12
Monitor,Eletrônicos,Ana Laura,Daniela,2024-03-19,3723.48
Monitor,Eletrônicos,Ana Laura,Daniela,2024-09-15,3857.16
Monitor,Eletrônicos,Ana Liz,Ana,2024-01-05,1752.3
Monitor,Eletrônicos,Ana Liz,Bruno,2024-04-28,2477.82
Monitor,Eletrônicos,Ana Liz,Eduardo,2024-02-17,2492.55
Monitor,Eletrônicos,Ana Liz,Eduardo,2024-06-02,3472.16
Monitor,Eletrônicos,Ana Luiza,Carlos,2024-06-15,2889.63
Monitor,Eletrônicos,Ana Lívia,Ana,2024-09-16,2578.3500000000004
Monitor,Eletrônicos,Ana Lívia,Carlos,2024-02-23,3681.44
Monitor,Eletrônicos,Ana Lívia,Eduardo,2024-05-03,3808.64
Monitor,Eletrônicos,Ana Lívia,Eduardo,2024-08-13,985.85
Monitor,Eletrônicos,Ana Sophia,Ana,2024-02-27,2916.36
Monitor,Eletrônicos,Ana Sophia,Bruno,2024-05-10,1779.18
Monitor,Eletrônicos,Ana Sophia,Carlos,2024-01-25,1656.08
Monitor,Eletrônicos,Ana Sophia,Carlos,2024-10-10,3498.68
Monitor,Eletrônicos,Ana Vitória,Eduardo,2024-06-05,2816.7
Monitor,Eletrônicos,André,Ana,2024-08-19,939.43
Monitor,Eletrônicos,André,Carlos,2024-08-17,1904.94
Monitor,Eletrônicos,André,Eduardo,2024-03-19,971.67
Monitor,Eletrônicos,Anna Liz,Ana,2024-11-30,2524.83
Monitor,Eletrônicos,Anna Liz,Bruno,2024-01-25,876.16
Monitor,Eletrônicos,Anna Liz,Daniela,2024-08-03,2707.83
Monitor,Eletrônicos,Anna Liz,Daniela,2024-12-24,941.28
Monitor,Eletrônicos,Anna Liz,Eduardo,2024-09-12,872.13
Monitor,Eletrônicos,Anthony,Carlos,2024-02-06,1887.34
Monitor,Eletrônicos,Anthony,Eduardo,2024-11-23,2964.81
Monitor,Eletrônicos,Anthony Gabriel,Ana,2024-06-04,2800.62
Monitor,Eletrônicos,Anthony Gabriel,Bruno,2024-01-31,2960.1000000000004
Monitor,Eletrônicos,Anthony Gabriel,Carlos,2024-07-16,2683.3500000000004
Monitor,Eletrônicos,Anthony Gabriel,Carlos,2024-09-07,2561.46
Monitor,Eletrônicos,Anthony Gabriel,Eduardo,2024-05-28,2617.59
Monitor,Eletrônicos,Antonella,Bruno,2024-05-13,850.25
Monitor,Eletrônicos,Antonella,Bruno,2024-10-02,3506.52
Monitor,Eletrônicos,Antonella,Carlos,2024-06-29,2509.3500000000004
Monitor,Eletrônicos,Antonella,Daniela,2024-05-08,2756.2799999999997
Monitor,Eletrônicos,Antonella,Eduardo,2024-07-08,1906.72
Monitor,Eletrônicos,Antony,Bruno,2024-12-27,2620.95
Monitor,Eletrônicos,Antony,Daniela,2024-10-21,848.86
Monitor,Eletrônicos,Antony,Daniela,2024-12-11,2430.42
Monitor,Eletrônicos,Antônio,Ana,2024-10-08,2878.62
Monitor,Eletrônicos,Antônio,Bruno,2024-07-05,2928.0
Monitor,Eletrônicos,Antônio,Daniela,2024-04-03,826.95
Monitor,Eletrônicos,Antônio,Daniela,2024-05-25,987.49
Monitor,Eletrônicos,Apollo,Ana,2024-10-19,815.43
Monitor,Eletrônicos,Apollo,Carlos,2024-04-16,3518.92
Monitor,Eletrônicos,Apollo,Eduardo,2024-04-23,2763.8999999999996
Monitor,Eletrônicos,Arthur,Ana,2024-03-18,1838.42
Monitor,Eletrônicos,Arthur,Ana,2024-06-10,1826.48
Monitor,Eletrônicos,Arthur,Bruno,2024-05-17,971.75
Monitor,Eletrônicos,Arthur,Bruno,2024-08-05,1672.3
Monitor,Eletrônicos,Arthur,Daniela,2024-07-02,916.26
Monitor,Eletrônicos,Arthur,Eduardo,2024-05-25,2492.46
Monitor,Eletrônicos,Arthur,Eduardo,2024-12-08,3403.4
Monitor,Eletrônicos,Arthur Gabriel,Ana,2024-03-26,1832.68
Monitor,Eletrônicos,Arthur Gabriel,Ana,2024-12-26,2845.56
Monitor,Eletrônicos,Arthur Gabriel,Bruno,2024-02-14,963.53
Monitor,Eletrônicos,Arthur Gabriel,Bruno,2024-10-04,975.18
Monitor,Eletrônicos,Arthur Miguel,Ana,2024-03-07,981.43
Monitor,Eletrônicos,Arthur Miguel,Carlos,2024-06-09,1643.18
Monitor,Eletrônicos,Asafe,Bruno,2024-04-05,2576.25
Monitor,Eletrônicos,Asafe,Carlos,2024-05-18,846.48
Monitor,Eletrônicos,Asafe,Daniela,2024-10-19,2495.16
Monitor,Eletrônicos,Augusto,Ana,2024-10-13,3313.12
Monitor,Eletrônicos,Augusto,Bruno,2024-02-24,3607.48
Monitor,Eletrônicos,Augusto,Eduardo,2024-10-23,1880.36
Monitor,Eletrônicos,Aurora,Bruno,2024-08-11,1804.56
Monitor,Eletrônicos,Aurora,Carlos,2024-04-03,3808.84
Monitor,Eletrônicos,Aurora,Carlos,2024-10-17,941.72
Monitor,Eletrônicos,Aurora,Daniela,2024-02-21,2735.07
Monitor,Eletrônicos,Aurora,Eduardo,2024-03-08,893.1
Monitor,Eletrônicos,Aurora,Eduardo,2024-12-24,2909.67
Monitor,Eletrônicos,Ayla,Ana,2024-12-28,3265.04
Monitor,Eletrônicos,Aylla,Ana,2024-08-17,3391.4
Monitor,Eletrônicos,Aylla,Eduardo,2024-05-31,2611.2599999999998
Monitor,Eletrônicos,Beatriz,Carlos,2024-10-17,959.17
Monitor,Eletrônicos,Beatriz,Daniela,2024-01-07,2750.9700000000003
Monitor,Eletrônicos,Beatriz,Daniela,2024-02-29,1954.86
Monitor,Eletrônicos,Bella,Ana,2024-02-15,927.26
Monitor,Eletrônicos,Bella,Bruno,2024-06-29,3390.24
Monitor,Eletrônicos,Bella,Bruno,2024-11-01,2712.9900000000002
Monitor,Eletrônicos,Bella,Carlos,2024-05-15,813.47
Monitor,Eletrônicos,Bella,Eduardo,2024-02-18,1715.58
Monitor,Eletrônicos,Bella,Eduardo,2024-12-30,2716.89
Monitor,Eletrônicos,Benicio,Ana,2024-03-12,2541.66
